filiere,etablissement,specialite,code,type_bac,formule_score,score_dernier,_page
86.66,57,FG+ANG,ﺏﺍﺩﺁ,82102,ﺓﺭﺎﻀﺤﻟﺍﻭ ﺏﺍﺩﻵﺍﻭ ﺔﻐﻠﻟﺍ-,ﻲﻓ ﺔﻴﻘﻴﺒﻄﺘﻟﺍ ﺕﺎﺳﺍﺭﺪﻠﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ (ﺔﺑﻭﺪﻨﺟ ﺔﻌﻣﺎﺟ)ﻑﺎﻜﻟﺎﺑ ﺕﺎﻴﻧﺎﺴﻧﻹﺍ,6
116.28,1,FG+ANG,ﺕﺎﻴﺿﺎﻳﺭ,,,,6
158.03,1,FG+ANG,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,6
83.78,20,FG+ANG,ﻑﺮﺼﺗﻭ ﺩﺎﺼﺘﻗﺇ,,,,6
111.86,1,FG+ANG,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,6
114.53,1,FG+ANG,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,6
-,1,FG+ANG,ﺔﺿﺎﻳﺭ,,,,6
77.46,45,FG+ANG,ﺏﺍﺩﺁ,84102,ﺓﺭﺎﻀﺤﻟﺍﻭ ﺏﺍﺩﻵﺍﻭ ﺔﻐﻠﻟﺍ-,ﻭ ﺔﻴﻘﻴﺒﻄﺘﻟﺍ ﺕﺎﻐﻠﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ (ﺔﺑﻭﺪﻨﺟ ﺔﻌﻣﺎﺟ)ﺔﺟﺎﺒﺑ ﺔﻴﻣﻼﻋﻻﺍ,6
-,1,FG+ANG,ﺕﺎﻴﺿﺎﻳﺭ,84102,ﺓﺭﺎﻀﺤﻟﺍﻭ ﺏﺍﺩﻵﺍﻭ ﺔﻐﻠﻟﺍ-,ﻭ ﺔﻴﻘﻴﺒﻄﺘﻟﺍ ﺕﺎﻐﻠﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ (ﺔﺑﻭﺪﻨﺟ ﺔﻌﻣﺎﺟ)ﺔﺟﺎﺒﺑ ﺔﻴﻣﻼﻋﻻﺍ,7
153.48,1,FG+ANG,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,7
79.76,29,FG+ANG,ﻑﺮﺼﺗﻭ ﺩﺎﺼﺘﻗﺇ,,,,7
120.27,1,FG+ANG,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,7
118.26,1,FG+ANG,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,7
133.13,1,FG+ANG,ﺔﺿﺎﻳﺭ,,,,7
76.29,120,FG+F,ﺏﺍﺩﺁ,10103,ﺓﺭﺎﻀﺤﻟﺍﻭ ﺏﺍﺩﻵﺍﻭ ﺔﻐﻠﻟﺍ-,ﺔﻴﻋﺎﻤﺘﺟﻹﺍﻭ ﺔﻴﻧﺎﺴﻧﻹﺍ ﻡﻮﻠﻌﻟﺍ ﺔﻴﻠﻛ (ﺲﻧﻮﺗ ﺔﻌﻣﺎﺟ)ﺲﻧﻮﺘﺑ,7
-,1,FG+F,ﺕﺎﻴﺿﺎﻳﺭ,,,,7
115.1,2,FG+F,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,7
79.24,23,FG+F,ﻑﺮﺼﺗﻭ ﺩﺎﺼﺘﻗﺇ,,,,7
102.95,2,FG+F,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,7
110.37,2,FG+F,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,7
108.55,1,FG+F,ﺔﺿﺎﻳﺭ,,,,7
73.04,120,FG+F,ﺏﺍﺩﺁ,11103,ﺓﺭﺎﻀﺤﻟﺍﻭ ﺏﺍﺩﻵﺍﻭ ﺔﻐﻠﻟﺍ-,ﺕﺎﻴﻧﺎﺴﻧﻹﺍﻭ ﻥﻮﻨﻔﻟﺍﻭ ﺏﺍﺩﻵﺍ ﺔﻴﻠﻛ (ﺔﺑﻮﻨﻣ ﺔﻌﻣﺎﺟ)ﺔﺑﻮﻨﻤﺑ,7
-,1,FG+F,ﺕﺎﻴﺿﺎﻳﺭ,,,,7
118.63,2,FG+F,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,7
81.5,30,FG+F,ﻑﺮﺼﺗﻭ ﺩﺎﺼﺘﻗﺇ,,,,7
101.06,2,FG+F,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,7
91.1,3,FG+F,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,7
116.5,1,FG+F,ﺔﺿﺎﻳﺭ,,,,7
67.57,94,FG+F,ﺏﺍﺩﺁ,12103,ﺓﺭﺎﻀﺤﻟﺍﻭ ﺏﺍﺩﻵﺍﻭ ﺔﻐﻠﻟﺍ-,ﺔﻴﻧﺎﺴﻧﻹﺍ ﻡﻮﻠﻌﻠﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ (ﺭﺎﻨﻤﻟﺍ ﺲﻧﻮﺗ ﺔﻌﻣﺎﺟ)ﺲﻧﻮﺘﺑ,7
-,1,FG+F,ﺕﺎﻴﺿﺎﻳﺭ,,,,7
126.91,1,FG+F,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,7
75.2,20,FG+F,ﻑﺮﺼﺗﻭ ﺩﺎﺼﺘﻗﺇ,,,,7
101.6,1,FG+F,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,7
113.24,2,FG+F,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,7
-,1,FG+F,ﺔﺿﺎﻳﺭ,,,,7
71.06,120,FG+F,ﺏﺍﺩﺁ,13103,ﻝﺎﺼﺗﻻﺍ- ﺔﻤﺟﺮﺘﻟﺍ- ﺔﻴﻓﺎﻘﺛ ﺔﻃﺎﺳﻭ-,ﺔﻌﻣﺎﺟ)ﺲﻧﻮﺘﺑ ﺕﺎﻐﻠﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ (ﺝﺎﻃﺮﻗ,8
125.12,1,FG+F,ﺕﺎﻴﺿﺎﻳﺭ,,,,8
144.57,2,FG+F,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,8
84.75,22,FG+F,ﻑﺮﺼﺗﻭ ﺩﺎﺼﺘﻗﺇ,,,,8
134.6,2,FG+F,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,8
102.03,2,FG+F,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,8
91.68,1,FG+F,ﺔﺿﺎﻳﺭ,,,,8
74.16,82,FG+F,ﺏﺍﺩﺁ,22103,ﺓﺭﺎﻀﺤﻟﺍﻭ ﺏﺍﺩﻵﺍﻭ ﺔﻐﻠﻟﺍ-,ﺔﻌﻣﺎﺟ)ﻞﺑﺎﻨﺑ ﺕﺎﻐﻠﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ (ﺝﺎﻃﺮﻗ,8
-,1,FG+F,ﺕﺎﻴﺿﺎﻳﺭ,,,,8
117.22,1,FG+F,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,8
73.44,25,FG+F,ﻑﺮﺼﺗﻭ ﺩﺎﺼﺘﻗﺇ,,,,8
97.42,1,FG+F,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,8
103.35,1,FG+F,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,8
83.27,1,FG+F,ﺔﺿﺎﻳﺭ,,,,8
73.44,165,FG+F,ﺏﺍﺩﺁ,30103,ﺓﺭﺎﻀﺤﻟﺍﻭ ﺏﺍﺩﻵﺍﻭ ﺔﻐﻠﻟﺍ-,ﺔﻴﻧﺎﺴﻧﻹﺍ ﻡﻮﻠﻌﻟﺍﻭ ﺏﺍﺩﻵﺍ ﺔﻴﻠﻛ (ﺔﺳﻮﺳ ﺔﻌﻣﺎﺟ)ﺔﺳﻮﺴﺑ,8
-,1,FG+F,ﺕﺎﻴﺿﺎﻳﺭ,,,,8
124.09,2,FG+F,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,8
74.5,35,FG+F,ﻑﺮﺼﺗﻭ ﺩﺎﺼﺘﻗﺇ,,,,8
127.16,2,FG+F,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,8
96.81,2,FG+F,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,8
108.51,1,FG+F,ﺔﺿﺎﻳﺭ,,,,8
71.13,58,FG+F,ﺏﺍﺩﺁ,34103,ﺓﺭﺎﻀﺤﻟﺍﻭ ﺏﺍﺩﻵﺍﻭ ﺔﻐﻠﻟﺍ-,ﺔﻌﻣﺎﺟ)ﻦﻴﻨﻜﻤﻟﺎﺑ ﺕﺎﻐﻠﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ (ﺮﻴﺘﺴﻨﻤﻟﺍ,8
-,1,FG+F,ﺕﺎﻴﺿﺎﻳﺭ,,,,8
131.79,1,FG+F,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,8
83.8,12,FG+F,ﻑﺮﺼﺗﻭ ﺩﺎﺼﺘﻗﺇ,,,,8
86.25,1,FG+F,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,8
110.15,1,FG+F,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,8
86.99,1,FG+F,ﺔﺿﺎﻳﺭ,34103,ﺓﺭﺎﻀﺤﻟﺍﻭ ﺏﺍﺩﻵﺍﻭ ﺔﻐﻠﻟﺍ-,ﺔﻌﻣﺎﺟ)ﻦﻴﻨﻜﻤﻟﺎﺑ ﺕﺎﻐﻠﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ (ﺮﻴﺘﺴﻨﻤﻟﺍ,9
77.95,90,FG+F,ﺏﺍﺩﺁ,40103,ﺓﺭﺎﻀﺤﻟﺍﻭ ﺏﺍﺩﻵﺍﻭ ﺔﻐﻠﻟﺍ-,ﺔﻴﻧﺎﺴﻧﻹﺍ ﻡﻮﻠﻌﻟﺍﻭ ﺏﺍﺩﻵﺍ ﺔﻴﻠﻛ (ﺲﻗﺎﻔﺻ ﺔﻌﻣﺎﺟ)ﺲﻗﺎﻔﺼﺑ,9
-,1,FG+F,ﺕﺎﻴﺿﺎﻳﺭ,,,,9
123.71,1,FG+F,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,9
79.26,20,FG+F,ﻑﺮﺼﺗﻭ ﺩﺎﺼﺘﻗﺇ,,,,9
94.47,1,FG+F,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,9
-,2,FG+F,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,9
160.28,1,FG+F,ﺔﺿﺎﻳﺭ,,,,9
65.83,44,FG+F,ﺏﺍﺩﺁ,50103,ﺓﺭﺎﻀﺤﻟﺍﻭ ﺏﺍﺩﻵﺍﻭ ﺔﻐﻠﻟﺍ-,ﺔﻌﻣﺎﺟ)ﺲﺑﺎﻘﺑ ﺕﺎﻐﻠﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ (ﺲﺑﺎﻗ,9
-,1,FG+F,ﺕﺎﻴﺿﺎﻳﺭ,,,,9
122.79,1,FG+F,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,9
72.93,9,FG+F,ﻑﺮﺼﺗﻭ ﺩﺎﺼﺘﻗﺇ,,,,9
107.13,1,FG+F,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,9
-,1,FG+F,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,9
113.38,1,FG+F,ﺔﺿﺎﻳﺭ,,,,9
71.21,29,FG+F,ﺏﺍﺩﺁ,54103,ﺓﺭﺎﻀﺤﻟﺍﻭ ﺏﺍﺩﻵﺍﻭ ﺔﻐﻠﻟﺍ-,ﺔﻴﻧﺎﺴﻧﻹﺍ ﻡﻮﻠﻌﻠﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ (ﺲﺑﺎﻗ ﺔﻌﻣﺎﺟ)ﻦﻴﻧﺪﻤﺑ,9
-,1,FG+F,ﺕﺎﻴﺿﺎﻳﺭ,,,,9
108.65,1,FG+F,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,9
97.93,4,FG+F,ﻑﺮﺼﺗﻭ ﺩﺎﺼﺘﻗﺇ,,,,9
107.74,1,FG+F,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,9
-,1,FG+F,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,9
-,1,FG+F,ﺔﺿﺎﻳﺭ,,,,9
69.95,50,FG+F,ﺏﺍﺩﺁ,60103,ﺓﺭﺎﻀﺤﻟﺍﻭ ﺏﺍﺩﻵﺍﻭ ﺔﻐﻠﻟﺍ-,ﻲﻓ ﺔﻴﻘﻴﺒﻄﺘﻟﺍ ﺕﺎﺳﺍﺭﺪﻠﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ (ﺔﺼﻔﻗ ﺔﻌﻣﺎﺟ)ﺔﺼﻔﻘﺑ ﺕﺎﻴﻧﺎﺴﻧﻻﺍ,9
-,1,FG+F,ﺕﺎﻴﺿﺎﻳﺭ,,,,9
108,1,FG+F,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,9
94.28,6,FG+F,ﻑﺮﺼﺗﻭ ﺩﺎﺼﺘﻗﺇ,,,,9
88.38,1,FG+F,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,9
-,1,FG+F,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,60103,ﺓﺭﺎﻀﺤﻟﺍﻭ ﺏﺍﺩﻵﺍﻭ ﺔﻐﻠﻟﺍ-,ﻲﻓ ﺔﻴﻘﻴﺒﻄﺘﻟﺍ ﺕﺎﺳﺍﺭﺪﻠﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ (ﺔﺼﻔﻗ ﺔﻌﻣﺎﺟ)ﺔﺼﻔﻘﺑ ﺕﺎﻴﻧﺎﺴﻧﻻﺍ,10
-,1,FG+F,ﺔﺿﺎﻳﺭ,,,,10
84.38,40,FG+F,ﺏﺍﺩﺁ,63103,ﺓﺭﺎﻀﺤﻟﺍﻭ ﺏﺍﺩﻵﺍﻭ ﺔﻐﻠﻟﺍ-,ﻲﻓ ﺔﻴﻘﻴﺒﻄﺘﻟﺍ ﺕﺎﺳﺍﺭﺪﻠﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ (ﺔﺼﻔﻗ ﺔﻌﻣﺎﺟ)ﺭﺯﻮﺘﺑ ﺕﺎﻴﻧﺎﺴﻧﻹﺍ,10
-,1,FG+F,ﺕﺎﻴﺿﺎﻳﺭ,,,,10
125.39,1,FG+F,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,10
88.75,5,FG+F,ﻑﺮﺼﺗﻭ ﺩﺎﺼﺘﻗﺇ,,,,10
-,1,FG+F,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,10
-,1,FG+F,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,10
-,1,FG+F,ﺔﺿﺎﻳﺭ,,,,10
76.1,60,FG+F,ﺏﺍﺩﺁ,70103,ﺓﺭﺎﻀﺤﻟﺍﻭ ﺏﺍﺩﻵﺍﻭ ﺔﻐﻠﻟﺍ-,ﺔﻴﻧﺎﺴﻧﻹﺍ ﻡﻮﻠﻌﻟﺍﻭ ﺏﺍﺩﻵﺍ ﺔﻴﻠﻛ (ﻥﺍﻭﺮﻴﻘﻟﺍ ﺔﻌﻣﺎﺟ)ﻥﺍﻭﺮﻴﻘﻟﺎﺑ,10
-,1,FG+F,ﺕﺎﻴﺿﺎﻳﺭ,,,,10
110.73,1,FG+F,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,10
95.24,50,FG+F,ﻑﺮﺼﺗﻭ ﺩﺎﺼﺘﻗﺇ,,,,10
86.72,1,FG+F,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,10
-,3,FG+F,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,10
-,1,FG+F,ﺔﺿﺎﻳﺭ,,,,10
67.02,70,FG+F,ﺏﺍﺩﺁ,80103,ﺓﺭﺎﻀﺤﻟﺍﻭ ﺏﺍﺩﻵﺍﻭ ﺔﻐﻠﻟﺍ-,ﺔﻴﻧﺎﺴﻧﻹﺍ ﻡﻮﻠﻌﻠﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ (ﺔﺑﻭﺪﻨﺟ ﺔﻌﻣﺎﺟ)ﺔﺑﻭﺪﻨﺠﺑ,10
-,1,FG+F,ﺕﺎﻴﺿﺎﻳﺭ,,,,10
117,1,FG+F,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,10
77.54,11,FG+F,ﻑﺮﺼﺗﻭ ﺩﺎﺼﺘﻗﺇ,,,,10
98.27,1,FG+F,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,10
-,2,FG+F,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,10
-,1,FG+F,ﺔﺿﺎﻳﺭ,,,,10
72.44,60,FG+F,ﺏﺍﺩﺁ,82103,ﺓﺭﺎﻀﺤﻟﺍﻭ ﺏﺍﺩﻵﺍﻭ ﺔﻐﻠﻟﺍ-,ﻲﻓ ﺔﻴﻘﻴﺒﻄﺘﻟﺍ ﺕﺎﺳﺍﺭﺪﻠﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ (ﺔﺑﻭﺪﻨﺟ ﺔﻌﻣﺎﺟ)ﻑﺎﻜﻟﺎﺑ ﺕﺎﻴﻧﺎﺴﻧﻹﺍ,10
-,1,FG+F,ﺕﺎﻴﺿﺎﻳﺭ,,,,10
121.13,1,FG+F,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,10
85.53,9,FG+F,ﻑﺮﺼﺗﻭ ﺩﺎﺼﺘﻗﺇ,,,,10
-,1,FG+F,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,82103,ﺓﺭﺎﻀﺤﻟﺍﻭ ﺏﺍﺩﻵﺍﻭ ﺔﻐﻠﻟﺍ-,ﻲﻓ ﺔﻴﻘﻴﺒﻄﺘﻟﺍ ﺕﺎﺳﺍﺭﺪﻠﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ (ﺔﺑﻭﺪﻨﺟ ﺔﻌﻣﺎﺟ)ﻑﺎﻜﻟﺎﺑ ﺕﺎﻴﻧﺎﺴﻧﻹﺍ,11
-,1,FG+F,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,11
-,1,FG+F,ﺔﺿﺎﻳﺭ,,,,11
89.83,34,FG+ESP,ﺏﺍﺩﺁ,10104,ﺓﺭﺎﻀﺤﻟﺍﻭ ﺏﺍﺩﻵﺍﻭ ﺔﻐﻠﻟﺍ-,ﺕﺎﻴﻧﺎﺴﻧﻹﺍﻭ ﻥﻮﻨﻔﻟﺍﻭ ﺏﺍﺩﻵﺍ ﺔﻴﻠﻛ (ﺔﺑﻮﻨﻣ ﺔﻌﻣﺎﺟ)ﺔﺑﻮﻨﻤﺑ,11
127.51,1,FG+ESP,ﺕﺎﻴﺿﺎﻳﺭ,,,,11
129.96,2,FG+ESP,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,11
106.38,8,FG+ESP,ﻑﺮﺼﺗﻭ ﺩﺎﺼﺘﻗﺇ,,,,11
-,1,FG+ESP,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,11
-,2,FG+ESP,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,11
-,1,FG+ESP,ﺔﺿﺎﻳﺭ,,,,11
112.19,27,FG+ESP,ﺏﺍﺩﺁ,11104,ﺔﻴﻟﻭﺩ ﺓﺭﺎﺠﺗﻭ ﺩﺎﺼﺘﻗﺍ-,ﺔﻴﻧﺎﺴﻧﻹﺍ ﻡﻮﻠﻌﻠﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ (ﺭﺎﻨﻤﻟﺍ ﺲﻧﻮﺗ ﺔﻌﻣﺎﺟ)ﺲﻧﻮﺘﺑ,11
-,1,FG+ESP,ﺕﺎﻴﺿﺎﻳﺭ,,,,11
134.46,2,FG+ESP,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,11
99.18,8,FG+ESP,ﻑﺮﺼﺗﻭ ﺩﺎﺼﺘﻗﺇ,,,,11
104.72,1,FG+ESP,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,11
146.02,2,FG+ESP,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,11
-,1,FG+ESP,ﺔﺿﺎﻳﺭ,,,,11
96.48,49,FG+ESP,ﺏﺍﺩﺁ,12104,ﺓﺭﺎﻀﺤﻟﺍﻭ ﺏﺍﺩﻵﺍﻭ ﺔﻐﻠﻟﺍ- ﺔﺣﺎﻴﺴﻟﺍﻭ ﺕﺎﻓﺎﻘﺜﻟﺍ ﻞﺻﺍﻮﺗ-,ﺔﻌﻣﺎﺟ)ﺲﻧﻮﺘﺑ ﺕﺎﻐﻠﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ (ﺝﺎﻃﺮﻗ,11
145.87,1,FG+ESP,ﺕﺎﻴﺿﺎﻳﺭ,,,,11
126.58,3,FG+ESP,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,11
92.62,14,FG+ESP,ﻑﺮﺼﺗﻭ ﺩﺎﺼﺘﻗﺇ,,,,11
112.33,2,FG+ESP,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,11
132.67,3,FG+ESP,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,11
-,1,FG+ESP,ﺔﺿﺎﻳﺭ,,,,11
112.93,29,FG+ESP,ﺏﺍﺩﺁ,34104,ﺓﺭﺎﻀﺤﻟﺍﻭ ﺏﺍﺩﻵﺍﻭ ﺔﻐﻠﻟﺍ-,ﺔﻌﻣﺎﺟ)ﻦﻴﻨﻜﻤﻟﺎﺑ ﺕﺎﻐﻠﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ (ﺮﻴﺘﺴﻨﻤﻟﺍ,11
160.39,1,FG+ESP,ﺕﺎﻴﺿﺎﻳﺭ,,,,11
135.2,1,FG+ESP,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,11
90.99,6,FG+ESP,ﻑﺮﺼﺗﻭ ﺩﺎﺼﺘﻗﺇ,34104,ﺓﺭﺎﻀﺤﻟﺍﻭ ﺏﺍﺩﻵﺍﻭ ﺔﻐﻠﻟﺍ-,ﺔﻌﻣﺎﺟ)ﻦﻴﻨﻜﻤﻟﺎﺑ ﺕﺎﻐﻠﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ (ﺮﻴﺘﺴﻨﻤﻟﺍ,12
121.13,1,FG+ESP,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,12
107.9,1,FG+ESP,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,12
-,1,FG+ESP,ﺔﺿﺎﻳﺭ,,,,12
79.91,30,FG+ESP,ﺏﺍﺩﺁ,40104,ﺓﺭﺎﻀﺤﻟﺍﻭ ﺏﺍﺩﻵﺍﻭ ﺔﻐﻠﻟﺍ-,ﺔﻴﻧﺎﺴﻧﻹﺍ ﻡﻮﻠﻌﻟﺍﻭ ﺏﺍﺩﻵﺍ ﺔﻴﻠﻛ (ﺲﻗﺎﻔﺻ ﺔﻌﻣﺎﺟ)ﺲﻗﺎﻔﺼﺑ,12
-,1,FG+ESP,ﺕﺎﻴﺿﺎﻳﺭ,,,,12
138.85,1,FG+ESP,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,12
87.05,6,FG+ESP,ﻑﺮﺼﺗﻭ ﺩﺎﺼﺘﻗﺇ,,,,12
114.04,1,FG+ESP,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,12
-,1,FG+ESP,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,12
-,1,FG+ESP,ﺔﺿﺎﻳﺭ,,,,12
99.67,20,FG+ESP,ﺏﺍﺩﺁ,50104,ﺓﺭﺎﻀﺤﻟﺍﻭ ﺏﺍﺩﻵﺍﻭ ﺔﻐﻠﻟﺍ-,ﺔﻌﻣﺎﺟ)ﺲﺑﺎﻘﺑ ﺕﺎﻐﻠﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ (ﺲﺑﺎﻗ,12
-,1,FG+ESP,ﺕﺎﻴﺿﺎﻳﺭ,,,,12
135.98,1,FG+ESP,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,12
85.61,4,FG+ESP,ﻑﺮﺼﺗﻭ ﺩﺎﺼﺘﻗﺇ,,,,12
-,1,FG+ESP,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,12
106.57,1,FG+ESP,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,12
-,1,FG+ESP,ﺔﺿﺎﻳﺭ,,,,12
100.04,37,FG+IT,ﺏﺍﺩﺁ,10105,ﺓﺭﺎﻀﺤﻟﺍﻭ ﺏﺍﺩﻵﺍﻭ ﺔﻐﻠﻟﺍ-,ﺕﺎﻴﻧﺎﺴﻧﻹﺍﻭ ﻥﻮﻨﻔﻟﺍﻭ ﺏﺍﺩﻵﺍ ﺔﻴﻠﻛ (ﺔﺑﻮﻨﻣ ﺔﻌﻣﺎﺟ)ﺔﺑﻮﻨﻤﺑ,12
-,1,FG+IT,ﺕﺎﻴﺿﺎﻳﺭ,,,,12
134.3,1,FG+IT,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,12
90.98,8,FG+IT,ﻑﺮﺼﺗﻭ ﺩﺎﺼﺘﻗﺇ,,,,12
